appid,title,detail_link
868520,killer7,https://store.steampowered.com/app/868520/killer7/?snr=1_7_7_230_150_45
2814240,DRAGON BALL XENOVERSE 2 - FUTURE SAGA Chapter 1,https://store.steampowered.com/app/2814240/DRAGON_BALL_XENOVERSE_2__FUTURE_SAGA_Chapter_1/?snr=1_7_7_230_150_45
3093590,Kemopop!,https://store.steampowered.com/app/3093590/Kemopop/?snr=1_7_7_230_150_45
2014380,LIVE A LIVE,https://store.steampowered.com/app/2014380/LIVE_A_LIVE/?snr=1_7_7_230_150_45
746850,Cloudpunk,https://store.steampowered.com/app/746850/Cloudpunk/?snr=1_7_7_230_150_45
365450,Hacknet,https://store.steampowered.com/app/365450/Hacknet/?snr=1_7_7_230_150_45
3795760,Burger Bots Inc.,https://store.steampowered.com/app/3795760/Burger_Bots_Inc/?snr=1_7_7_230_150_45
2877540,Heretical,https://store.steampowered.com/app/2877540/Heretical/?snr=1_7_7_230_150_45
4124660,THE FINALS - APE SQUAD TGM25,https://store.steampowered.com/app/4124660/THE_FINALS__APE_SQUAD_TGM25/?snr=1_7_7_230_150_45
2818150,Cattle Country,https://store.steampowered.com/app/2818150/Cattle_Country/?snr=1_7_7_230_150_45
32360,The Secret of Monkey Island: Special Edition,https://store.steampowered.com/app/32360/The_Secret_of_Monkey_Island_Special_Edition/?snr=1_7_7_230_150_45
999020,Mega Man Zero/ZX Legacy Collection,https://store.steampowered.com/app/999020/Mega_Man_ZeroZX_Legacy_Collection/?snr=1_7_7_230_150_45
3039890,Bubsy in: The Purrfect Collection,https://store.steampowered.com/app/3039890/Bubsy_in_The_Purrfect_Collection/?snr=1_7_7_230_150_45
3596170,Stellar Blade™ Deluxe Pack,https://store.steampowered.com/app/3596170/Stellar_Blade_Deluxe_Pack/?snr=1_7_7_230_150_45
1310410,Alone in the Dark,https://store.steampowered.com/app/1310410/Alone_in_the_Dark/?snr=1_7_7_230_150_47
2731330,TROLEU,https://store.steampowered.com/app/2731330/TROLEU/?snr=1_7_7_230_150_47
3391960,LOCKDOWN Protocol - Holidays,https://store.steampowered.com/app/3391960/LOCKDOWN_Protocol__Holidays/?snr=1_7_7_230_150_47
47893,The Sims™ 3 Ambitions,https://store.steampowered.com/app/47893/The_Sims_3_Ambitions/?snr=1_7_7_230_150_47
541640,Disney Infinity 1.0: Gold Edition,https://store.steampowered.com/app/541640/Disney_Infinity_10_Gold_Edition/?snr=1_7_7_230_150_47
2195430,Two Point Campus: Medical School,https://store.steampowered.com/app/2195430/Two_Point_Campus_Medical_School/?snr=1_7_7_230_150_47
3359900,REAL BOUT FATAL FURY 2: THE NEWCOMERS,https://store.steampowered.com/app/3359900/REAL_BOUT_FATAL_FURY_2_THE_NEWCOMERS/?snr=1_7_7_230_150_47
1662210,Arms Trade Tycoon: Tanks,https://store.steampowered.com/app/1662210/Arms_Trade_Tycoon_Tanks/?snr=1_7_7_230_150_47
1134710,NIMBY Rails,https://store.steampowered.com/app/1134710/NIMBY_Rails/?snr=1_7_7_230_150_47
675690,Tribal Wars,https://store.steampowered.com/app/675690/Tribal_Wars/?snr=1_7_7_230_150_47
1903910,Slave Zero X,https://store.steampowered.com/app/1903910/Slave_Zero_X/?snr=1_7_7_230_150_47
1428420,Nucleares,https://store.steampowered.com/app/1428420/Nucleares/?snr=1_7_7_230_150_47
2055140,Melvor Idle: Throne of the Herald,https://store.steampowered.com/app/2055140/Melvor_Idle_Throne_of_the_Herald/?snr=1_7_7_230_150_47
3547420,Ire: A Prologue,https://store.steampowered.com/app/3547420/Ire_A_Prologue/?snr=1_7_7_230_150_47
2183650,MEGA MAN X DiVE Offline,https://store.steampowered.com/app/2183650/MEGA_MAN_X_DiVE_Offline/?snr=1_7_7_230_150_47
2348930,Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock,https://store.steampowered.com/app/2348930/Teenage_Mutant_Ninja_Turtles_Shredders_Revenge__Dimension_Shellshock/?snr=1_7_7_230_150_47
1941000,Booty Farm [18+],https://store.steampowered.com/app/1941000/Booty_Farm_18/?snr=1_7_7_230_150_47
2467810,Orebound,https://store.steampowered.com/app/2467810/Orebound/?snr=1_7_7_230_150_47
702540,Darkest Dungeon®: The Shieldbreaker,https://store.steampowered.com/app/702540/Darkest_Dungeon_The_Shieldbreaker/?snr=1_7_7_230_150_47
4047180,CyberPimp 2069,https://store.steampowered.com/app/4047180/CyberPimp_2069/?snr=1_7_7_230_150_47
267530,The LEGO® Movie - Videogame,https://store.steampowered.com/app/267530/The_LEGO_Movie__Videogame/?snr=1_7_7_230_150_47
1097350,Weird West: Definitive Edition,https://store.steampowered.com/app/1097350/Weird_West_Definitive_Edition/?snr=1_7_7_230_150_47
47894,The Sims™ 3 Late Night,https://store.steampowered.com/app/47894/The_Sims_3_Late_Night/?snr=1_7_7_230_150_47
3077020,DOKAPON! Sword of Fury,https://store.steampowered.com/app/3077020/DOKAPON_Sword_of_Fury/?snr=1_7_7_230_150_47
1098120,Planet Zoo: Deluxe Upgrade Pack,https://store.steampowered.com/app/1098120/Planet_Zoo_Deluxe_Upgrade_Pack/?snr=1_7_7_230_150_47
19000,Silent Hill Homecoming,https://store.steampowered.com/app/19000/Silent_Hill_Homecoming/?snr=1_7_7_230_150_47
1972470,Under Contract,https://store.steampowered.com/app/1972470/Under_Contract/?snr=1_7_7_230_150_47
2401230,Clone Drone in the Hyperdome,https://store.steampowered.com/app/2401230/Clone_Drone_in_the_Hyperdome/?snr=1_7_7_230_150_47
1966010,Jurassic World Evolution 2: Dominion Biosyn Expansion,https://store.steampowered.com/app/1966010/Jurassic_World_Evolution_2_Dominion_Biosyn_Expansion/?snr=1_7_7_230_150_47
1606180,下一站江湖Ⅱ,https://store.steampowered.com/app/1606180/II/?snr=1_7_7_230_150_47
1548520,DARKEST DAYS,https://store.steampowered.com/app/1548520/DARKEST_DAYS/?snr=1_7_7_230_150_47
833360,Star Valor,https://store.steampowered.com/app/833360/Star_Valor/?snr=1_7_7_230_150_47
3655890,The Saint Wife's Newlywed Trials,https://store.steampowered.com/app/3655890/The_Saint_Wifes_Newlywed_Trials/?snr=1_7_7_230_150_47
1449260,Assetto Corsa Competizione - 2020 GT World Challenge Pack,https://store.steampowered.com/app/1449260/Assetto_Corsa_Competizione__2020_GT_World_Challenge_Pack/?snr=1_7_7_230_150_47
1801520,Zombieville USA 3D,https://store.steampowered.com/app/1801520/Zombieville_USA_3D/?snr=1_7_7_230_150_47
2064720,theHunter: Call of the Wild™ - Assorted Sidearms Pack,https://store.steampowered.com/app/2064720/theHunter_Call_of_the_Wild__Assorted_Sidearms_Pack/?snr=1_7_7_230_150_47
503580,Duck Season,https://store.steampowered.com/app/503580/Duck_Season/?snr=1_7_7_230_150_47
2057012,Ghosts of Tabor - Nuclear Night Edition Upgrade,https://store.steampowered.com/app/2057012/Ghosts_of_Tabor__Nuclear_Night_Edition_Upgrade/?snr=1_7_7_230_150_47
2891040,Transformative Summer: Life with a TS Companion,https://store.steampowered.com/app/2891040/Transformative_Summer_Life_with_a_TS_Companion/?snr=1_7_7_230_150_47
3079770,Kokoro Kitchen,https://store.steampowered.com/app/3079770/Kokoro_Kitchen/?snr=1_7_7_230_150_47
1262600,Need for Speed™ Rivals,https://store.steampowered.com/app/1262600/Need_for_Speed_Rivals/?snr=1_7_7_230_150_47
1035120,Lust from Beyond,https://store.steampowered.com/app/1035120/Lust_from_Beyond/?snr=1_7_7_230_150_47
238370,Magicka 2,https://store.steampowered.com/app/238370/Magicka_2/?snr=1_7_7_230_150_47
2361000,Battlefield Commander WWII,https://store.steampowered.com/app/2361000/Battlefield_Commander_WWII/?snr=1_7_7_230_150_47
757310,Sable,https://store.steampowered.com/app/757310/Sable/?snr=1_7_7_230_150_47
307110,We Need To Go Deeper,https://store.steampowered.com/app/307110/We_Need_To_Go_Deeper/?snr=1_7_7_230_150_47
1788210,"Warhammer 40,000: Gladius - Adeptus Mechanicus",https://store.steampowered.com/app/1788210/Warhammer_40000_Gladius__Adeptus_Mechanicus/?snr=1_7_7_230_150_47
252610,Death Road to Canada,https://store.steampowered.com/app/252610/Death_Road_to_Canada/?snr=1_7_7_230_150_47
239250,Castlevania: Lords of Shadow 2,https://store.steampowered.com/app/239250/Castlevania_Lords_of_Shadow_2/?snr=1_7_7_230_150_47
2532340,Unaware in The City,https://store.steampowered.com/app/2532340/Unaware_in_The_City/?snr=1_7_7_230_150_47
1420350,Fraymakers,https://store.steampowered.com/app/1420350/Fraymakers/?snr=1_7_7_230_150_47
973580,Sniper Ghost Warrior Contracts,https://store.steampowered.com/app/973580/Sniper_Ghost_Warrior_Contracts/?snr=1_7_7_230_150_47
3474800,Highrise,https://store.steampowered.com/app/3474800/Highrise/?snr=1_7_7_230_150_47
3591040,Darkest Dungeon® II: Infernal Supporter Pack,https://store.steampowered.com/app/3591040/Darkest_Dungeon_II_Infernal_Supporter_Pack/?snr=1_7_7_230_150_47
2377001,Golden Idol Mysteries: The Lemurian Vampire,https://store.steampowered.com/app/2377001/Golden_Idol_Mysteries_The_Lemurian_Vampire/?snr=1_7_7_230_150_47
32500,STAR WARS™: The Force Unleashed™ II,https://store.steampowered.com/app/32500/STAR_WARS_The_Force_Unleashed_II/?snr=1_7_7_230_150_47
2315430,The Executive - Movie Industry Tycoon,https://store.steampowered.com/app/2315430/The_Executive__Movie_Industry_Tycoon/?snr=1_7_7_230_150_47
3267900,Click and Conquer,https://store.steampowered.com/app/3267900/Click_and_Conquer/?snr=1_7_7_230_150_47
658850,Do Not Feed the Monkeys,https://store.steampowered.com/app/658850/Do_Not_Feed_the_Monkeys/?snr=1_7_7_230_150_47
3391950,LOCKDOWN Protocol - Contrast,https://store.steampowered.com/app/3391950/LOCKDOWN_Protocol__Contrast/?snr=1_7_7_230_150_47
1622941,Dead by Daylight - Escape Expansion Pack,https://store.steampowered.com/app/1622941/Dead_by_Daylight__Escape_Expansion_Pack/?snr=1_7_7_230_150_47
24880,The Saboteur™,https://store.steampowered.com/app/24880/The_Saboteur/?snr=1_7_7_230_150_47
626690,Sword Art Online: Fatal Bullet,https://store.steampowered.com/app/626690/Sword_Art_Online_Fatal_Bullet/?snr=1_7_7_230_150_47
3450870,Farming Simulator 25: NEXAT Pack,https://store.steampowered.com/app/3450870/Farming_Simulator_25_NEXAT_Pack/?snr=1_7_7_230_150_47
1603180,Mining Mechs,https://store.steampowered.com/app/1603180/Mining_Mechs/?snr=1_7_7_230_150_47
2922230,Way of the Hunter - Hunter's Advantage Pack,https://store.steampowered.com/app/2922230/Way_of_the_Hunter__Hunters_Advantage_Pack/?snr=1_7_7_230_150_47
1866180,Hooked on You: A Dead by Daylight Dating Sim™,https://store.steampowered.com/app/1866180/Hooked_on_You_A_Dead_by_Daylight_Dating_Sim/?snr=1_7_7_230_150_47
1529920,WolfQuest: Anniversary - Yellowstone Wolf Coat Pack,https://store.steampowered.com/app/1529920/WolfQuest_Anniversary__Yellowstone_Wolf_Coat_Pack/?snr=1_7_7_230_150_47
2268610,Come Home - Premium Edition,https://store.steampowered.com/app/2268610/Come_Home__Premium_Edition/?snr=1_7_7_230_150_49
1724190,Come Home,https://store.steampowered.com/app/1724190/Come_Home/?snr=1_7_7_230_150_49
2442390,Escape from the Room of the Serving Doll,https://store.steampowered.com/app/2442390/Escape_from_the_Room_of_the_Serving_Doll/?snr=1_7_7_230_150_49
373930,Sudden Strike 4,https://store.steampowered.com/app/373930/Sudden_Strike_4/?snr=1_7_7_230_150_49
320240,We Happy Few,https://store.steampowered.com/app/320240/We_Happy_Few/?snr=1_7_7_230_150_49
2672430,Guardians of Eden-Embrace of the Forest,https://store.steampowered.com/app/2672430/Guardians_of_EdenEmbrace_of_the_Forest/?snr=1_7_7_230_150_49
1494420,Silica,https://store.steampowered.com/app/1494420/Silica/?snr=1_7_7_230_150_49
477740,Zero Escape: The Nonary Games,https://store.steampowered.com/app/477740/Zero_Escape_The_Nonary_Games/?snr=1_7_7_230_150_49
1777390,Robolife2 - Nova Duty,https://store.steampowered.com/app/1777390/Robolife2__Nova_Duty/?snr=1_7_7_230_150_49
2022670,SONIC SUPERSTARS,https://store.steampowered.com/app/2022670/SONIC_SUPERSTARS/?snr=1_7_7_230_150_49
495050,Mega Man Legacy Collection 2,https://store.steampowered.com/app/495050/Mega_Man_Legacy_Collection_2/?snr=1_7_7_230_150_49
2290000,TerraScape,https://store.steampowered.com/app/2290000/TerraScape/?snr=1_7_7_230_150_49
1868180,Etrian Odyssey HD,https://store.steampowered.com/app/1868180/Etrian_Odyssey_HD/?snr=1_7_7_230_150_49
2118810,Breachway,https://store.steampowered.com/app/2118810/Breachway/?snr=1_7_7_230_150_49
294530,Freddi Fish 2: The Case of the Haunted Schoolhouse,https://store.steampowered.com/app/294530/Freddi_Fish_2_The_Case_of_the_Haunted_Schoolhouse/?snr=1_7_7_230_150_49
1316910,Super Monkey Ball Banana Mania,https://store.steampowered.com/app/1316910/Super_Monkey_Ball_Banana_Mania/?snr=1_7_7_230_150_49
1374930,Black Geyser: Couriers of Darkness,https://store.steampowered.com/app/1374930/Black_Geyser_Couriers_of_Darkness/?snr=1_7_7_230_150_49
2793710,Dollmare,https://store.steampowered.com/app/2793710/Dollmare/?snr=1_7_7_230_150_49
2250600,Disgaea 7: Vows of the Virtueless,https://store.steampowered.com/app/2250600/Disgaea_7_Vows_of_the_Virtueless/?snr=1_7_7_230_150_49
1031140,Warhammer The Horus Heresy: Legions,https://store.steampowered.com/app/1031140/Warhammer_The_Horus_Heresy_Legions/?snr=1_7_7_230_150_49
955560,Evenicle,https://store.steampowered.com/app/955560/Evenicle/?snr=1_7_7_230_150_49
3138780,Do No Harm,https://store.steampowered.com/app/3138780/Do_No_Harm/?snr=1_7_7_230_150_49
2747550,Bloodshed,https://store.steampowered.com/app/2747550/Bloodshed/?snr=1_7_7_230_150_49
2580020,THRESHOLD,https://store.steampowered.com/app/2580020/THRESHOLD/?snr=1_7_7_230_150_49
1351210,Gord,https://store.steampowered.com/app/1351210/Gord/?snr=1_7_7_230_150_49
12130,Manhunt,https://store.steampowered.com/app/12130/Manhunt/?snr=1_7_7_230_150_49
2225960,Noobs Are Coming,https://store.steampowered.com/app/2225960/Noobs_Are_Coming/?snr=1_7_7_230_150_49
2830150,Super Mining Mechs,https://store.steampowered.com/app/2830150/Super_Mining_Mechs/?snr=1_7_7_230_150_49
3209480,Last Report,https://store.steampowered.com/app/3209480/Last_Report/?snr=1_7_7_230_150_49
2932960,A Merchant's Promise,https://store.steampowered.com/app/2932960/A_Merchants_Promise/?snr=1_7_7_230_150_49
1237980,STAR WARS™ Battlefront,https://store.steampowered.com/app/1237980/STAR_WARS_Battlefront/?snr=1_7_7_230_150_49
2674590,Beltmatic,https://store.steampowered.com/app/2674590/Beltmatic/?snr=1_7_7_230_150_49
1407210,Space Rescue: Code Pink,https://store.steampowered.com/app/1407210/Space_Rescue_Code_Pink/?snr=1_7_7_230_150_49
1283230,Autopsy Simulator,https://store.steampowered.com/app/1283230/Autopsy_Simulator/?snr=1_7_7_230_150_49
458430,Steel Seed,https://store.steampowered.com/app/458430/Steel_Seed/?snr=1_7_7_230_150_49
1177380,Memoirs of a Battle Brothel,https://store.steampowered.com/app/1177380/Memoirs_of_a_Battle_Brothel/?snr=1_7_7_230_150_49
3070610,Magical Princess Lily,https://store.steampowered.com/app/3070610/Magical_Princess_Lily/?snr=1_7_7_230_150_49
943370,Bravery and Greed,https://store.steampowered.com/app/943370/Bravery_and_Greed/?snr=1_7_7_230_150_49
2903160,Midori no Kaori,https://store.steampowered.com/app/2903160/Midori_no_Kaori/?snr=1_7_7_230_150_49
3384090,Plastic Battlegrounds,https://store.steampowered.com/app/3384090/Plastic_Battlegrounds/?snr=1_7_7_230_150_49
251270,Corpse Party,https://store.steampowered.com/app/251270/Corpse_Party/?snr=1_7_7_230_150_49
3604030,Wolf Mate,https://store.steampowered.com/app/3604030/Wolf_Mate/?snr=1_7_7_230_150_49
304650,SUNLESS SEA,https://store.steampowered.com/app/304650/SUNLESS_SEA/?snr=1_7_7_230_150_49
1133120,Ecosystem,https://store.steampowered.com/app/1133120/Ecosystem/?snr=1_7_7_230_150_49
700600,Evil Genius 2: World Domination,https://store.steampowered.com/app/700600/Evil_Genius_2_World_Domination/?snr=1_7_7_230_150_49
2336220,Feed the Cups,https://store.steampowered.com/app/2336220/Feed_the_Cups/?snr=1_7_7_230_150_49
1390410,Midnight Fight Express,https://store.steampowered.com/app/1390410/Midnight_Fight_Express/?snr=1_7_7_230_150_49
486860,MMORPG Tycoon 2,https://store.steampowered.com/app/486860/MMORPG_Tycoon_2/?snr=1_7_7_230_150_49
3597180,Graffism VR - Graffiti Simulator,https://store.steampowered.com/app/3597180/Graffism_VR__Graffiti_Simulator/?snr=1_7_7_230_150_49
3636440,Click To Continue,https://store.steampowered.com/app/3636440/Click_To_Continue/?snr=1_7_7_230_150_49
2857880,Yakuza Rogue: Yokohama massage parlor chapter,https://store.steampowered.com/app/2857880/Yakuza_Rogue_Yokohama_massage_parlor_chapter/?snr=1_7_7_230_150_49
1940040,The Price Of Flesh,https://store.steampowered.com/app/1940040/The_Price_Of_Flesh/?snr=1_7_7_230_150_49
2717010,KALPA: Cosmic Symphony,https://store.steampowered.com/app/2717010/KALPA_Cosmic_Symphony/?snr=1_7_7_230_150_49
3813350,Azure Striker Gunvolt Trilogy Enhanced,https://store.steampowered.com/app/3813350/Azure_Striker_Gunvolt_Trilogy_Enhanced/?snr=1_7_7_230_150_49
3114410,Skill Legends Royale,https://store.steampowered.com/app/3114410/Skill_Legends_Royale/?snr=1_7_7_230_150_49
3394080,Friendship with Benefits 2,https://store.steampowered.com/app/3394080/Friendship_with_Benefits_2/?snr=1_7_7_230_150_49
3803930,Luckyest,https://store.steampowered.com/app/3803930/Luckyest/?snr=1_7_7_230_150_49
303310,The House in Fata Morgana,https://store.steampowered.com/app/303310/The_House_in_Fata_Morgana/?snr=1_7_7_230_150_49
1691190,Rogue Waters,https://store.steampowered.com/app/1691190/Rogue_Waters/?snr=1_7_7_230_150_49
2438160,World War Armies,https://store.steampowered.com/app/2438160/World_War_Armies/?snr=1_7_7_230_150_51
1184050,Gears Tactics,https://store.steampowered.com/app/1184050/Gears_Tactics/?snr=1_7_7_230_150_51
2000120,Time Flies,https://store.steampowered.com/app/2000120/Time_Flies/?snr=1_7_7_230_150_51
473690,Absolver,https://store.steampowered.com/app/473690/Absolver/?snr=1_7_7_230_150_51
2374190,Nikoderiko: The Magical World — Director’s Cut,https://store.steampowered.com/app/2374190/Nikoderiko_The_Magical_World__Directors_Cut/?snr=1_7_7_230_150_51
1429150,Dungeon Tavern,https://store.steampowered.com/app/1429150/Dungeon_Tavern/?snr=1_7_7_230_150_51
2246300,No More Money - Season 1,https://store.steampowered.com/app/2246300/No_More_Money__Season_1/?snr=1_7_7_230_150_51
3054950,Frost Survival VR,https://store.steampowered.com/app/3054950/Frost_Survival_VR/?snr=1_7_7_230_150_51
3328480,TETRIS® THE GRAND MASTER 4 -ABSOLUTE EYE-,https://store.steampowered.com/app/3328480/TETRIS_THE_GRAND_MASTER_4_ABSOLUTE_EYE/?snr=1_7_7_230_150_51
1740300,Smushi Come Home,https://store.steampowered.com/app/1740300/Smushi_Come_Home/?snr=1_7_7_230_150_51
1214470,Hotel Renovator,https://store.steampowered.com/app/1214470/Hotel_Renovator/?snr=1_7_7_230_150_51
1867530,Solar Ash,https://store.steampowered.com/app/1867530/Solar_Ash/?snr=1_7_7_230_150_51
3298250,Yoshima: Hentai Simulator,https://store.steampowered.com/app/3298250/Yoshima_Hentai_Simulator/?snr=1_7_7_230_150_51
3165680,Avakin Life,https://store.steampowered.com/app/3165680/Avakin_Life/?snr=1_7_7_230_150_51
1647550,NEO: The World Ends with You,https://store.steampowered.com/app/1647550/NEO_The_World_Ends_with_You/?snr=1_7_7_230_150_51
1978150,Kamaeru: A Frog Refuge,https://store.steampowered.com/app/1978150/Kamaeru_A_Frog_Refuge/?snr=1_7_7_230_150_51
2609610,CONVRGENCE,https://store.steampowered.com/app/2609610/CONVRGENCE/?snr=1_7_7_230_150_51
1546090,RAIDBORN,https://store.steampowered.com/app/1546090/RAIDBORN/?snr=1_7_7_230_150_51
1739900,Death of the Reprobate,https://store.steampowered.com/app/1739900/Death_of_the_Reprobate/?snr=1_7_7_230_150_51
1678420,Blade Runner: Enhanced Edition,https://store.steampowered.com/app/1678420/Blade_Runner_Enhanced_Edition/?snr=1_7_7_230_150_51
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,https://store.steampowered.com/app/543870/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_2/?snr=1_7_7_230_150_51
1191120,Growing Up,https://store.steampowered.com/app/1191120/Growing_Up/?snr=1_7_7_230_150_51
3304770,Exposed Livestream,https://store.steampowered.com/app/3304770/Exposed_Livestream/?snr=1_7_7_230_150_51
1062810,Inkbound,https://store.steampowered.com/app/1062810/Inkbound/?snr=1_7_7_230_150_51
49540,Aliens: Colonial Marines Collection,https://store.steampowered.com/app/49540/Aliens_Colonial_Marines_Collection/?snr=1_7_7_230_150_51
548570,RAGE 2,https://store.steampowered.com/app/548570/RAGE_2/?snr=1_7_7_230_150_51
1230530,Atlas Fallen: Reign Of Sand,https://store.steampowered.com/app/1230530/Atlas_Fallen_Reign_Of_Sand/?snr=1_7_7_230_150_51
2193540,Wizard of Legend 2,https://store.steampowered.com/app/2193540/Wizard_of_Legend_2/?snr=1_7_7_230_150_51
2492120,SAEKO: Giantess Dating Sim,https://store.steampowered.com/app/2492120/SAEKO_Giantess_Dating_Sim/?snr=1_7_7_230_150_51
1883920,Below the Crown,https://store.steampowered.com/app/1883920/Below_the_Crown/?snr=1_7_7_230_150_51
1491670,Venba,https://store.steampowered.com/app/1491670/Venba/?snr=1_7_7_230_150_51
301970,Screencheat,https://store.steampowered.com/app/301970/Screencheat/?snr=1_7_7_230_150_51
67370,The Darkness II,https://store.steampowered.com/app/67370/The_Darkness_II/?snr=1_7_7_230_150_51
2223850,Crystal Maidens: Unleashed,https://store.steampowered.com/app/2223850/Crystal_Maidens_Unleashed/?snr=1_7_7_230_150_51
1045520,Acting Lessons,https://store.steampowered.com/app/1045520/Acting_Lessons/?snr=1_7_7_230_150_51
3795260,Love and Sex: Second Base - Shawn's story,https://store.steampowered.com/app/3795260/Love_and_Sex_Second_Base__Shawns_story/?snr=1_7_7_230_150_51
303210,The Beginner's Guide,https://store.steampowered.com/app/303210/The_Beginners_Guide/?snr=1_7_7_230_150_51
1341160,Infinite Tournament Paintball,https://store.steampowered.com/app/1341160/Infinite_Tournament_Paintball/?snr=1_7_7_230_150_51
2919660,JudgeSim,https://store.steampowered.com/app/2919660/JudgeSim/?snr=1_7_7_230_150_51
1702390,Voor De Kroon,https://store.steampowered.com/app/1702390/Voor_De_Kroon/?snr=1_7_7_230_150_51
1859620,BRUTAL JOHN 2,https://store.steampowered.com/app/1859620/BRUTAL_JOHN_2/?snr=1_7_7_230_150_51
2653260,Naughty Tales of Rabbits - A Cuckold RPG,https://store.steampowered.com/app/2653260/Naughty_Tales_of_Rabbits__A_Cuckold_RPG/?snr=1_7_7_230_150_51
2013730,Gourdlets,https://store.steampowered.com/app/2013730/Gourdlets/?snr=1_7_7_230_150_51
3718550,Don’t Tell Mom: I Fed My Stepsister 💦😳,https://store.steampowered.com/app/3718550/Dont_Tell_Mom_I_Fed_My_Stepsister/?snr=1_7_7_230_150_51
3012420,Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,https://store.steampowered.com/app/3012420/Apprehending_the_Adventurer_Chan_Live2D_Tentacles_Simulator/?snr=1_7_7_230_150_51
1232870,Changeling Tale,https://store.steampowered.com/app/1232870/Changeling_Tale/?snr=1_7_7_230_150_51
3263380,Heaven's Door,https://store.steampowered.com/app/3263380/Heavens_Door/?snr=1_7_7_230_150_51
2936310,The Walking Dead: No Man's Land,https://store.steampowered.com/app/2936310/The_Walking_Dead_No_Mans_Land/?snr=1_7_7_230_150_51
1501610,Nova Lands,https://store.steampowered.com/app/1501610/Nova_Lands/?snr=1_7_7_230_150_51
3561400,Fallen / Brand New World,https://store.steampowered.com/app/3561400/Fallen__Brand_New_World/?snr=1_7_7_230_150_51
541660,Disney Infinity 2.0: Gold Edition,https://store.steampowered.com/app/541660/Disney_Infinity_20_Gold_Edition/?snr=1_7_7_230_150_51
3441460,Fuel Harvest Together,https://store.steampowered.com/app/3441460/Fuel_Harvest_Together/?snr=1_7_7_230_150_51
4020850,Dungeon Devotion,https://store.steampowered.com/app/4020850/Dungeon_Devotion/?snr=1_7_7_230_150_53
3039910,Demon Hunt,https://store.steampowered.com/app/3039910/Demon_Hunt/?snr=1_7_7_230_150_53
503940,Railway Empire,https://store.steampowered.com/app/503940/Railway_Empire/?snr=1_7_7_230_150_53
2792150,"Warhammer 40,000: Space Marine 2 - Ultramarines Cosmetic Pack",https://store.steampowered.com/app/2792150/Warhammer_40000_Space_Marine_2__Ultramarines_Cosmetic_Pack/?snr=1_7_7_230_150_53
3841220,Midnight Crane,https://store.steampowered.com/app/3841220/Midnight_Crane/?snr=1_7_7_230_150_53
1105330,Dark Moon,https://store.steampowered.com/app/1105330/Dark_Moon/?snr=1_7_7_230_150_53
862800,Storm Chasers,https://store.steampowered.com/app/862800/Storm_Chasers/?snr=1_7_7_230_150_53
964800,Prodeus,https://store.steampowered.com/app/964800/Prodeus/?snr=1_7_7_230_150_53
1412310,Girls! Girls! Girls!?,https://store.steampowered.com/app/1412310/Girls_Girls_Girls/?snr=1_7_7_230_150_53
790740,Tick Tock: A Tale for Two,https://store.steampowered.com/app/790740/Tick_Tock_A_Tale_for_Two/?snr=1_7_7_230_150_53
3504570,Fear Effect,https://store.steampowered.com/app/3504570/Fear_Effect/?snr=1_7_7_230_150_53
72760,Fallout New Vegas®: Lonesome Road™,https://store.steampowered.com/app/72760/Fallout_New_Vegas_Lonesome_Road/?snr=1_7_7_230_150_53
343464,Total War: ATTILA - Age of Charlemagne Campaign Pack,https://store.steampowered.com/app/343464/Total_War_ATTILA__Age_of_Charlemagne_Campaign_Pack/?snr=1_7_7_230_150_53
2654470,BUNNY GARDEN,https://store.steampowered.com/app/2654470/BUNNY_GARDEN/?snr=1_7_7_230_150_53
1970200,Total War: THREE KINGDOMS - Original Soundtrack,https://store.steampowered.com/app/1970200/Total_War_THREE_KINGDOMS__Original_Soundtrack/?snr=1_7_7_230_150_53
442070,Drawful 2,https://store.steampowered.com/app/442070/Drawful_2/?snr=1_7_7_230_150_53
3333700,The Royal Writ,https://store.steampowered.com/app/3333700/The_Royal_Writ/?snr=1_7_7_230_150_53
1928870,Minecraft Legends,https://store.steampowered.com/app/1928870/Minecraft_Legends/?snr=1_7_7_230_150_53
1571440,Lunch Lady,https://store.steampowered.com/app/1571440/Lunch_Lady/?snr=1_7_7_230_150_53
1931010,Spirittea,https://store.steampowered.com/app/1931010/Spirittea/?snr=1_7_7_230_150_53
2686900,Churn Vector,https://store.steampowered.com/app/2686900/Churn_Vector/?snr=1_7_7_230_150_53
1276760,DRAGON BALL: THE BREAKERS,https://store.steampowered.com/app/1276760/DRAGON_BALL_THE_BREAKERS/?snr=1_7_7_230_150_53
584097,Little Nightmares The Residence DLC,https://store.steampowered.com/app/584097/Little_Nightmares_The_Residence_DLC/?snr=1_7_7_230_150_53
1950450,Loop Queen-Escape Dungeon 3,https://store.steampowered.com/app/1950450/Loop_QueenEscape_Dungeon_3/?snr=1_7_7_230_150_53
4039770,EZ2ON REBOOT : R - Lucent Soirée Music Pack,https://store.steampowered.com/app/4039770/EZ2ON_REBOOT__R__Lucent_Soire_Music_Pack/?snr=1_7_7_230_150_53
